image,split,img_w,img_h,img_path,category,x1,y1,x2,y2,w,h,cx,cy,cx_norm,cy_norm,w_norm,h_norm,area,area_norm,aspect,size_bucket,occluded,truncated,trafficLightColor,edge_touch,edge_sides,was_clamped,global_timeofday,global_scene,global_weather,ann_id,manual_shape,manual_attr,is_light_or_sign,is_vehicle
0090c713-683fc99a.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/0090c713-683fc99a.jpg,bus,0.0,0.337495,422.98862,527.79996,422.98862,527.4624650000001,211.49431,264.0687275,0.1652299296875,0.3667621215277778,0.330459859375,0.7325867569444445,223110.62017214834,0.24209051667984846,0.8019312236748447,large,False,True,none,True,left,False,daytime,city street,clear,6025,True,True,False,True
0096bcca-369281bd.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/0096bcca-369281bd.jpg,car,0.0,248.994025,8.085412,268.224255,8.085412,19.230230000000034,4.042706,258.60914,0.0031583640625,0.35917936111111115,0.006316728125,0.026708652777777824,155.48433240476027,0.00016871129818224855,0.420453213508106,small,True,True,none,True,left,False,night,highway,clear,6309,True,True,False,True
010b0600-ae1f7be5.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/010b0600-ae1f7be5.jpg,traffic sign,1183.168714,0.0,1252.356165,79.649939,69.18745100000001,79.649939,1217.7624394999998,39.8249695,0.9513769058593748,0.05531245763888889,0.054052696093750005,0.11062491527777778,5510.77625171549,0.005979574925906565,0.8686441178567633,medium,False,True,none,True,top,False,daytime,undefined,snowy,10671,True,True,True,False
012a9c41-69222e1b.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/012a9c41-69222e1b.jpg,car,0.0,368.498905,181.318008,520.11681,181.318008,151.617905,90.659004,444.30785749999995,0.070827346875,0.6170942465277777,0.14165469375,0.21058042361111112,27491.05651173324,0.029829705416377215,1.1958878339599797,large,False,True,none,True,left,False,dawn/dusk,parking lot,overcast,11907,True,True,False,True
02346f91-9190074e.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/02346f91-9190074e.jpg,car,571.633872,0.0,913.107149,271.081856,341.47327700000005,271.081856,742.3705105,135.540928,0.579976961328125,0.1882512888888889,0.26677599765625004,0.3765025777777778,92567.20970356213,0.10044185080681654,1.2596685076554885,large,False,True,none,True,top,False,daytime,undefined,snowy,22263,True,True,False,True
02346f91-9190074e.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/02346f91-9190074e.jpg,car,0.0,92.856768,255.621322,305.528721,255.621322,212.67195300000003,127.810661,199.1927445,0.09985207890625,0.27665658958333333,0.1997041578125,0.29537771250000006,54363.48577818187,0.05898815731139526,1.2019512605877087,large,True,True,none,True,left,False,daytime,undefined,snowy,22265,True,True,False,True
03626025-35d58c07.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/03626025-35d58c07.jpg,car,0.0,283.490222,260.615315,538.537393,260.615315,255.04717099999993,130.3076575,411.0138075,0.101802857421875,0.5708525104166666,0.20360571484375,0.35423218194444434,66469.19881002385,0.07212369662545991,1.021831820279238,large,False,True,none,True,left,False,night,tunnel,clear,34801,True,True,False,True
036b3982-3fddb690.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/036b3982-3fddb690.jpg,traffic sign,563.984827,0.0,677.530445,21.211819,113.54561799999999,21.211819,620.757636,10.6059095,0.484966903125,0.01473042986111111,0.08870751406249999,0.02946085972222222,2408.5090972591415,0.002613399628102367,5.352941112688167,medium,False,True,none,True,top,False,daytime,highway,overcast,35292,True,True,True,False
03b8bba0-42ab17fb.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/03b8bba0-42ab17fb.jpg,traffic sign,1039.562646,0.0,1099.816237,27.251047,60.253590999999915,27.251047,1069.6894415000002,13.6255235,0.8356948761718751,0.018924338194444446,0.04707311796874993,0.03784867638888889,1641.9734402597746,0.0017816552086152068,2.211056000894201,medium,False,True,none,True,top,False,daytime,city street,overcast,38962,True,True,True,False
04ce1444-f2769ca7.jpg,train,1280,720,assignment_data_bdd/bdd100k_images_100k/bdd100k/images/100k/train/04ce1444-f2769ca7.jpg,car,0.0,163.983639,344.27747,388.799917,344.27747,224.81627799999998,172.138735,276.391778,0.13448338671875,0.38387746944444445,0.2689667734375,0.3122448305555555,77399.17940465665,0.08398348459706667,1.5313725192087737,large,True,True,none,True,left,False,daytime,city street,undefined,49624,True,True,False,True
